FID;Quartiere;DataCreazione;Latitudine;Longitudine;Indirizzo;Civico;Tipologia;Foto
722;chiaia;2019-02-05T10:55:45.294Z;40.83471;14.21909;CORSO VITTORIO EMANUELE;54;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5f28cf24-601c-4d05-bbc2-3366607ce8be_1549364107.jpg
723;chiaia;2019-02-14T10:46:26.231Z;40.8347;14.23462;VIA BAUSAN GIOVANNI;2;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=0ad36120-e6fc-4474-a3f8-30b65631e65f_1550141157.jpg
724;chiaia;2019-04-08T08:36:04.192Z;40.8347;14.22868;VIA DELLA CROCE ROSSA;Snc;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b80a645f-e8a4-495b-bad8-8bf158f042ad_1554712524.jpg
725;chiaia;2019-03-15T10:35:47.132Z;40.83469;14.22693;VIA ANDREA D'ISERNIA;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5bbe6698-fced-4c11-ba63-4f6ce03d8346_1552646105.jpg
726;chiaia;2019-04-08T08:52:29.683Z;40.83468;14.22951;VIA DELLA CROCE ROSSA;Snc;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=db48c472-b172-47e1-8902-051fad1b5e6f_1554713498.jpg
727;chiaia;2019-02-15T10:27:00.326Z;40.83468;14.23903;VIA FIORELLI GIUSEPPE;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=d53bfba4-2485-4eb3-8d34-3363c98d8d2c_1550226338.jpg
728;chiaia;2019-02-14T10:13:12.609Z;40.83467;14.23228;VIA DEL RIONE SIRIGNANO;8;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=43373824-db0f-4a27-954c-46693dcb4e97_1550139181.jpg
729;chiaia;2019-02-11T09:28:58.492Z;40.83467;14.23093;VICO S.MARIA IN PORTICO;3;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=0cc124f9-1924-47e3-8a1f-31abd0b07908_1549877327.jpg
730;chiaia;2019-02-15T10:23:41.218Z;40.83466;14.23896;VIA FIORELLI GIUSEPPE;7;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=ac7e97da-c014-4537-9504-952d4248b707_1550226209.jpg
731;chiaia;2019-02-15T08:48:14.046Z;40.83466;14.2367;VIA CUOCO VINCENZO;3BIS;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=111b2aa5-0475-4dc4-87fe-00e9b698e9a3_1550220483.jpg
732;chiaia;2019-02-11T11:22:37.180Z;40.83466;14.22127;VIA GIORDANI FRANCESCO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=eb00088c-9184-4f36-b802-4eb8541f5553_1549884036.jpg
733;chiaia;2019-02-05T10:56:10.575Z;40.83465;14.21908;CORSO VITTORIO EMANUELE;688;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b2e1e62a-1fa7-4e18-9650-964a65411f80_1549364124.jpg
734;chiaia;2019-04-08T08:37:02.208Z;40.83461;14.2285;VIA DELLA CROCE ROSSA;Snc;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=afd1584f-a706-47d7-b3c8-f0543d193cf8_1554712574.jpg
735;chiaia;2019-02-15T08:46:41.398Z;40.83461;14.23666;VIA CUOCO VINCENZO;8;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b6cd8b07-9f01-4a20-9ee0-4db076d1093f_1550220386.jpg
736;chiaia;2019-02-15T08:47:29.464Z;40.8346;14.23809;VIA CUOCO VINCENZO;25;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=47f82bb3-1070-4cb3-bfc0-275252abdccc_1550220434.jpg
737;chiaia;2019-03-15T10:33:19.531Z;40.83459;14.22592;VIA ANDREA D'ISERNIA;23;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=a4bff175-fe80-4569-b757-72dd37517ce3_1552645974.jpg
738;chiaia;2019-02-11T09:26:17.367Z;40.83459;14.23017;VICO S.MARIA IN PORTICO;SNC;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=11dba830-a4ca-4e27-802e-1ee4072bade3_1549877164.jpg
739;chiaia;2019-04-08T08:52:11.052Z;40.83458;14.22923;VIA DELLA CROCE ROSSA;4;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=291987b4-4da4-4711-a0f3-f1033d463a6b_1554713513.jpg
740;chiaia;2019-02-15T08:45:47.060Z;40.83458;14.23655;VIA CUOCO VINCENZO;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5766e044-175b-4256-995b-39998ade6a20_1550220324.jpg
741;chiaia;2019-02-11T10:09:48.678Z;40.83458;14.23591;VIA S.PASQUALE;9;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=f0433a94-4dc0-4236-9c55-d2472d766afd_1549879717.jpg
742;chiaia;2019-02-15T09:41:49.391Z;40.83456;14.24017;VICO DEI SOSPIRI;SNC;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=02de65a7-524b-47ca-924c-4c016f4e1b6d_1550223678.jpg
743;chiaia;2019-02-14T09:45:07.479Z;40.83456;14.23089;VIA FRATELLI MAGNONI;18A;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=649a057f-22b0-4e41-98b4-511bbfeec15b_1550137492.jpg
744;chiaia;2019-02-11T09:28:28.558Z;40.83455;14.23089;VICO S.MARIA IN PORTICO;20;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=cd8b2434-4c22-4704-80a4-acf052e7cf9f_1549877297.jpg
745;chiaia;2019-02-14T10:46:51.860Z;40.83454;14.23465;VIA BAUSAN GIOVANNI;54;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=7c823173-15f4-4051-94b0-2f835cc4988e_1550141193.jpg
746;chiaia;2019-02-15T08:45:43.916Z;40.83453;14.23774;VIA CUOCO VINCENZO;11;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=81d76004-d7f9-4811-8eb9-ad3f483778e2_1550220313.jpg
747;chiaia;2019-02-15T10:24:30.969Z;40.83452;14.23893;VIA FIORELLI GIUSEPPE;9;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=ce066ba9-bf4c-4789-ba39-b433a11d412f_1550226250.jpg
748;chiaia;2019-02-15T09:38:50.970Z;40.83452;14.24042;VIA BISIGNANO;24;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=a31dce59-bbec-4da2-a10f-0fbc7b41e31c_1550223489.jpg
749;chiaia;2019-04-08T08:40:44.943Z;40.83452;14.22856;VIA DELLA CROCE ROSSA;Snc;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=fed80985-c7d1-43e7-8023-53b814b88bf4_1554712650.jpg
750;chiaia;2019-04-08T08:36:51.796Z;40.83451;14.22838;VIA DELLA CROCE ROSSA;Snc;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=f19af10e-78bb-4980-acdd-51e41b1c244d_1554712586.jpg
751;chiaia;2019-02-14T09:59:47.879Z;40.8345;14.23124;VIA S.MARIA IN PORTICO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=f30f34d7-3c0d-405b-aa9d-25761105a321_1550138334.jpg
752;chiaia;2019-02-14T10:12:56.023Z;40.83448;14.23225;VIA DEL RIONE SIRIGNANO;6;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=6ddc3223-6de9-45d9-9d98-c1d0dcb5e011_1550139124.jpg
753;chiaia;2019-02-15T10:23:32.988Z;40.83446;14.23896;VIA FIORELLI GIUSEPPE;5;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=a198c314-7e74-481c-8587-3f25ad2e269e_1550226191.jpg
754;chiaia;2019-03-15T10:32:27.257Z;40.83445;14.22534;VIA ANDREA D'ISERNIA;14;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=0d59b47d-60ea-4764-88df-9324f5cb4663_1552645887.jpg
755;chiaia;2019-02-14T09:34:43.357Z;40.83445;14.22999;VIA PALASCIANO FERDINANDO;17;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=d42d6828-91b9-4549-a1de-2a54e53ed7d9_1550136855.jpg
756;chiaia;2019-03-15T10:14:01.657Z;40.83445;14.22369;VICO S.MARIA DELLA NEVE;Snc;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=9c7b34dc-b209-4797-9f7b-2397e0675d37_1552644821.jpg
757;chiaia;2019-02-15T08:46:29.821Z;40.83444;14.23775;VIA CUOCO VINCENZO;13;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=9446ac2f-f99a-4b76-a2c5-63023187a85d_1550220375.jpg
758;chiaia;2019-02-14T09:46:12.277Z;40.83443;14.23092;VIA FRATELLI MAGNONI;SNC;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=7ba25b6b-8461-49ea-bfff-aeb5063834de_1550137509.jpg
759;chiaia;2019-03-15T10:29:37.188Z;40.83442;14.22482;VIA ANDREA D'ISERNIA;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=3f3dc641-7681-42c9-b791-6d111bbdc787_1552645701.jpg
760;chiaia;2019-02-11T11:29:17.072Z;40.83442;14.22128;VIA GIORDANI FRANCESCO;17/B;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=7f79a5ee-5d70-4011-8077-bcc160ca81e6_1549884542.jpg
761;chiaia;2019-03-15T10:33:14.745Z;40.83442;14.22545;VIA ANDREA D'ISERNIA;12;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=8899539c-e55e-4110-9cee-f6509b4cd8c7_1552645924.jpg
762;chiaia;2019-03-15T10:31:07.337Z;40.83441;14.22487;VIA ANDREA D'ISERNIA;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=41da463c-1929-4f9d-a366-48d06ec9838a_1552645838.jpg
763;chiaia;2019-02-14T09:34:10.344Z;40.8344;14.23;VIA PALASCIANO FERDINANDO;21;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c8701f19-76c9-4afa-8221-1a78157286bd_1550136836.jpg
764;chiaia;2019-03-15T10:30:46.883Z;40.8344;14.22502;VIA ANDREA D'ISERNIA;53;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=4dd40eb3-f0aa-45b4-a2fa-2a7ee6bd4fa0_1552645824.jpg
765;chiaia;2019-02-05T10:58:15.482Z;40.8344;14.21944;CORSO VITTORIO EMANUELE;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5d801af3-ef76-4811-968a-203d268f846e_1549364206.jpg
766;chiaia;2019-03-15T10:30:04.616Z;40.83438;14.22469;VIA ANDREA D'ISERNIA;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=53f8bce1-d5ec-4f86-8c6f-d2bc545e322a_1552645763.jpg
767;chiaia;2019-02-11T11:29:37.414Z;40.83436;14.22127;VIA GIORDANI FRANCESCO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=361a7319-73ac-483a-867a-0cd53a06c933_1549884525.jpg
768;chiaia;2019-02-14T09:59:37.332Z;40.83435;14.23143;VIA S.MARIA IN PORTICO;14;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b73bada3-1104-42c6-88b4-46e1f39852bb_1550138363.jpg
769;chiaia;2019-02-05T11:00:03.785Z;40.83432;14.22001;CORSO VITTORIO EMANUELE;690/A;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=efb3f48e-d6b2-446d-9715-8c2ba3f83005_1549364356.jpg
770;chiaia;2019-02-14T09:48:39.204Z;40.83432;14.23114;VIA FRATELLI MAGNONI;11;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=168312d9-47d6-4191-b14b-eb516f9b5d90_1550137703.jpg
771;chiaia;2019-03-15T10:27:38.788Z;40.83429;14.2243;VIA ANDREA D'ISERNIA;22;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=2824ee24-3bad-49b0-b7e8-92d283b1ed52_1552645630.jpg
772;chiaia;2019-02-14T09:47:32.918Z;40.83429;14.23081;VIA FRATELLI MAGNONI;14;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5d903aa3-ee4f-44ee-ad82-ed76f9bf10f3_1550137630.jpg
773;chiaia;2019-03-15T10:24:48.634Z;40.83429;14.22415;VIA ANDREA D'ISERNIA;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=ae4d42ef-e99a-4802-9966-b2211e19d6da_1552645440.jpg
774;chiaia;2019-02-14T10:09:09.361Z;40.83428;14.23206;VIA DEL RIONE SIRIGNANO;3b;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=4efe42e5-5ab7-430f-97c6-be8131ec4b08_1550138926.jpg
775;chiaia;2019-04-03T08:28:38.481Z;40.83428;14.22117;VIA FERMI ENRICO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=9bddf88d-d19a-46c9-a9d5-d34338b652ce_1554280069.jpg
776;chiaia;2019-02-14T10:10:49.439Z;40.83427;14.23225;VIA DEL RIONE SIRIGNANO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=e90f6253-2221-46aa-87f7-c90776aa6844_1550139010.jpg
777;chiaia;2019-03-15T10:27:20.569Z;40.83427;14.22438;VIA ANDREA D'ISERNIA;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=702421e1-d688-49c0-ac5b-1993c54ee395_1552645618.jpg
778;chiaia;2019-02-11T11:29:59.849Z;40.83427;14.22106;VIA GIORDANI FRANCESCO;19;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=e1218610-03ff-46f7-a982-4ecba992e574_1549884580.jpg
779;chiaia;2019-02-05T10:57:58.282Z;40.83427;14.21954;CORSO VITTORIO EMANUELE;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b0715f59-d64c-49fa-bf66-a7c6d607864d_1549364246.jpg
780;chiaia;2019-02-14T09:46:51.221Z;40.83427;14.23067;VIA FRATELLI MAGNONI;22;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=6e970563-cc53-4bef-8908-ccb154a20dc7_1550137596.jpg
781;chiaia;2019-04-10T08:14:19.885Z;40.83425;14.23639;PIAZZA S.PASQUALE;4;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=71ca4f8c-1066-47f4-b3d1-d5a6e1dbf4f5_1554884040.jpg
782;chiaia;2019-02-14T10:06:28.455Z;40.83425;14.23234;VIA DEL RIONE SIRIGNANO;4;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=e12f4bb9-6037-4330-b4fc-085ef23a25b4_1550138759.jpg
783;chiaia;2019-03-15T10:26:23.145Z;40.83424;14.2243;VIA ANDREA D'ISERNIA;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c7b3e7e6-3e14-4ee3-bfc2-d8dbba5fb040_1552645552.jpg
784;chiaia;2019-02-11T10:11:08.854Z;40.83424;14.23573;VIA S.PASQUALE;1;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=1904d1f5-5018-49ad-8890-3e5c3cc59c62_1549879853.jpg
